Linux 6.12.74+deb13+1-cloud-amd64 (ip-10-20-0-10) 	03/15/26 	_x86_64_	(16 CPU)

11:32:13     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:32:14     all    0.25    0.00    0.13   49.18    0.00    0.00    0.06    0.00    0.00   50.38
11:32:14       0    0.00    0.00    0.00    0.00    0.00    0.00    0.99    0.00    0.00   99.01
11:32:14       1    0.00    0.00    1.02   98.98    0.00    0.00    0.00    0.00    0.00    0.00
11:32:14       2    0.00    0.00    0.99   14.85    0.00    0.00    0.00    0.00    0.00   84.16
11:32:14       3    1.01    0.00    0.00   87.88    0.00    0.00    0.00    0.00    0.00   11.11
11:32:14       4    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
11:32:14       5    0.00    0.00    0.00   88.78    0.00    0.00    0.00    0.00    0.00   11.22
11:32:14       6    1.00    0.00    0.00   51.00    0.00    0.00    0.00    0.00    0.00   48.00
11:32:14       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:32:14       8    0.00    0.00    0.00   58.16    0.00    0.00    0.00    0.00    0.00   41.84
11:32:14       9    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
11:32:14      10    0.00    0.00    0.00   93.88    0.00    0.00    0.00    0.00    0.00    6.12
11:32:14      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:32:14      12    1.01    0.00    0.00   93.94    0.00    0.00    0.00    0.00    0.00    5.05
11:32:14      13    0.00    0.00    0.00    5.05    0.00    0.00    0.00    0.00    0.00   94.95
11:32:14      14    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
11:32:14      15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

11:32:14     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:32:15     all    0.00    0.00    0.06   49.43    0.00    0.00    0.00    0.00    0.00   50.51
11:32:15       0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:32:15       1    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
11:32:15       2    0.00    0.00    0.00   61.22    0.00    0.00    0.00    0.00    0.00   38.78
11:32:15       3    0.00    0.00    0.00   37.37    0.00    0.00    0.00    0.00    0.00   62.63
11:32:15       4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:32:15       5    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
11:32:15       6    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
11:32:15       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:32:15       8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:32:15       9    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
11:32:15      10    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
11:32:15      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:32:15      12    0.00    0.00    1.01   98.99    0.00    0.00    0.00    0.00    0.00    0.00
11:32:15      13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:32:15      14    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
11:32:15      15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

11:32:15     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:32:16     all    0.00    0.00    0.25   49.37    0.00    0.06    0.00    0.00    0.00   50.31
11:32:16       0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
