Linux 6.12.74+deb13+1-amd64 (hd-test01) 	03/17/2026 	_x86_64_	(12 CPU)

01:41:45 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:41:46 PM  all    0.34    0.00    0.00   32.38    0.00    0.00    0.00    0.00    0.00   67.28
01:41:46 PM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:41:46 PM    1    0.00    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00   99.00
01:41:46 PM    2    1.03    0.00    0.00   98.97    0.00    0.00    0.00    0.00    0.00    0.00
01:41:46 PM    3    1.03    0.00    0.00   98.97    0.00    0.00    0.00    0.00    0.00    0.00
01:41:46 PM    4    1.03    0.00    0.00   98.97    0.00    0.00    0.00    0.00    0.00    0.00
01:41:46 PM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:41:46 PM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:41:46 PM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:41:46 PM    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:41:46 PM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:41:46 PM   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
01:41:46 PM   11    1.02    0.00    0.00   97.96    0.00    0.00    0.00    0.00    0.00    1.02

01:41:46 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:41:47 PM  all    3.40    0.00   22.62    4.59    0.00    5.95    0.00    0.00    0.00   63.44
01:41:47 PM    0    1.01    0.00    3.03    6.06    0.00    3.03    0.00    0.00    0.00   86.87
01:41:47 PM    1    1.08    0.00    8.60    4.30    0.00   12.90    0.00    0.00    0.00   73.12
01:41:47 PM    2    2.04    0.00    7.14    9.18    0.00    1.02    0.00    0.00    0.00   80.61
01:41:47 PM    3    3.09    0.00   20.62    4.12    0.00   16.49    0.00    0.00    0.00   55.67
01:41:47 PM    4    5.15    0.00   47.42    3.09    0.00    8.25    0.00    0.00    0.00   36.08
01:41:47 PM    5    1.01    0.00   11.11    3.03    0.00    0.00    0.00    0.00    0.00   84.85
01:41:47 PM    6    0.00    0.00    0.00    0.00    0.00    5.21    0.00    0.00    0.00   94.79
01:41:47 PM    7   14.85    0.00   68.32    0.00    0.00    6.93    0.00    0.00    0.00    9.90
01:41:47 PM    8    1.02    0.00    9.18   13.27    0.00    2.04    0.00    0.00    0.00   74.49
01:41:47 PM    9    6.93    0.00   65.35    0.00    0.00   10.89    0.00    0.00    0.00   16.83
01:41:47 PM   10    1.02    0.00    4.08    1.02    0.00    2.04    0.00    0.00    0.00   91.84
01:41:47 PM   11    3.03    0.00   23.23   11.11    0.00    3.03    0.00    0.00    0.00   59.60

01:41:47 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:41:48 PM  all    2.87    0.00   24.66    3.63    0.00    5.66    0.00    0.00    0.00   63.18
01:41:48 PM    0    7.00    0.00   40.00    1.00    0.00    5.00    0.00    0.00    0.00   47.00
01:41:48 PM    1    0.00    0.00    0.00    0.00    0.00    6.52    0.00    0.00    0.00   93.48
01:41:48 PM    2    1.00    0.00    6.00    8.00    0.00    2.00    0.00    0.00    0.00   83.00
01:41:48 PM    3    2.06    0.00   21.65    2.06    0.00   17.53    0.00    0.00    0.00   56.70
01:41:48 PM    4    2.00    0.00   11.00   15.00    0.00    7.00    0.00    0.00    0.00   65.00
01:41:48 PM    5    2.00    0.00   18.00    0.00    0.00    1.00    0.00    0.00    0.00   79.00
01:41:48 PM    6    1.03    0.00    8.25    2.06    0.00    9.28    0.00    0.00    0.00   79.38
01:41:48 PM    7    4.95    0.00   34.65    1.98    0.00    2.97    0.00    0.00    0.00   55.45
01:41:48 PM    8    0.00    0.00    0.00    0.00    0.00    2.02    0.00    0.00    0.00   97.98
01:41:48 PM    9    6.00    0.00   72.00    0.00    0.00    9.00    0.00    0.00    0.00   13.00
01:41:48 PM   10    1.01    0.00   13.13   13.13    0.00    3.03    0.00    0.00    0.00   69.70
01:41:48 PM   11    7.07    0.00   68.69    0.00    0.00    3.03    0.00    0.00    0.00   21.21

01:41:48 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:41:49 PM  all    3.16    0.00   23.89    3.92    0.00    5.29    0.00    0.00    0.00   63.74
01:41:49 PM    0    3.00    0.00   28.00    0.00    0.00    3.00    0.00    0.00    0.00   66.00
01:41:49 PM    1    2.15    0.00    5.38    0.00    0.00   10.75    0.00    0.00    0.00   81.72
01:41:49 PM    2    3.03    0.00   36.36    0.00    0.00    7.07    0.00    0.00    0.00   53.54
01:41:49 PM    3    1.08    0.00    3.23    3.23    0.00   10.75    0.00    0.00    0.00   81.72
01:41:49 PM    4    5.15    0.00   25.77   35.05    0.00    6.19    0.00    0.00    0.00   27.84
01:41:49 PM    5   10.00    0.00   61.00    0.00    0.00    4.00    0.00    0.00    0.00   25.00
01:41:49 PM    6    0.00    0.00    0.00    0.00    0.00    6.19    0.00    0.00    0.00   93.81
01:41:49 PM    7    5.05    0.00   48.48    0.00    0.00    6.06    0.00    0.00    0.00   40.40
01:41:49 PM    8    3.06    0.00   36.73    0.00    0.00    4.08    0.00    0.00    0.00   56.12
01:41:49 PM    9    1.01    0.00   14.14    5.05    0.00    1.01    0.00    0.00    0.00   78.79
01:41:49 PM   10    1.04    0.00    2.08    4.17    0.00    4.17    0.00    0.00    0.00   88.54
01:41:49 PM   11    2.97    0.00   21.78    0.00    0.00    0.99    0.00    0.00    0.00   74.26

01:41:49 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:41:50 PM  all    2.72    0.00   24.53    3.90    0.00    5.43    0.00    0.00    0.00   63.41
01:41:50 PM    0    0.00    0.00    1.01    0.00    0.00    1.01    0.00    0.00    0.00   97.98
01:41:50 PM    1    1.08    0.00   18.28    0.00    0.00   10.75    0.00    0.00    0.00   69.89
01:41:50 PM    2    1.02    0.00    3.06    0.00    0.00    4.08    0.00    0.00    0.00   91.84
01:41:50 PM    3    1.05    0.00   10.53    9.47    0.00   11.58    0.00    0.00    0.00   67.37
01:41:50 PM    4    4.21    0.00   16.84   26.32    0.00    7.37    0.00    0.00    0.00   45.26
01:41:50 PM    5    7.00    0.00   52.00    0.00    0.00    4.00    0.00    0.00    0.00   37.00
01:41:50 PM    6    0.00    0.00    0.00    0.00    0.00    5.10    0.00    0.00    0.00   94.90
01:41:50 PM    7    8.00    0.00   64.00    0.00    0.00    8.00    0.00    0.00    0.00   20.00
01:41:50 PM    8    6.86    0.00   82.35    0.00    0.00    5.88    0.00    0.00    0.00    4.90
01:41:50 PM    9    0.00    0.00    8.08   11.11    0.00    1.01    0.00    0.00    0.00   79.80
01:41:50 PM   10    0.00    0.00    1.00    1.00    0.00    6.00    0.00    0.00    0.00   92.00
01:41:50 PM   11    3.03    0.00   33.33    0.00    0.00    1.01    0.00    0.00    0.00   62.63

01:41:50 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:41:51 PM  all    2.77    0.00   23.85    3.95    0.00    6.05    0.00    0.00    0.00   63.39
01:41:51 PM    0    1.02    0.00   20.41    0.00    0.00    3.06    0.00    0.00    0.00   75.51
01:41:51 PM    1    3.06    0.00   41.84    0.00    0.00   16.33    0.00    0.00    0.00   38.78
01:41:51 PM    2    0.00    0.00    4.08    0.00    0.00    2.04    0.00    0.00    0.00   93.88
01:41:51 PM    3    3.06    0.00   11.22   12.24    0.00   13.27    0.00    0.00    0.00   60.20
01:41:51 PM    4    0.00    0.00    8.25   13.40    0.00    7.22    0.00    0.00    0.00   71.13
01:41:51 PM    5    6.93    0.00   60.40    0.00    0.00    4.95    0.00    0.00    0.00   27.72
01:41:51 PM    6    0.00    0.00    0.00    0.00    0.00    7.07    0.00    0.00    0.00   92.93
01:41:51 PM    7    6.06    0.00   37.37    0.00    0.00    4.04    0.00    0.00    0.00   52.53
01:41:51 PM    8    5.05    0.00   58.59    0.00    0.00    9.09    0.00    0.00    0.00   27.27
01:41:51 PM    9    2.88    0.00   17.31   16.35    0.00    0.96    0.00    0.00    0.00   62.50
01:41:51 PM   10    2.02    0.00    3.03    5.05    0.00    3.03    0.00    0.00    0.00   86.87
01:41:51 PM   11    2.97    0.00   22.77    0.00    0.00    1.98    0.00    0.00    0.00   72.28

01:41:51 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:41:52 PM  all    2.97    0.00   23.60    3.74    0.00    5.52    0.00    0.00    0.00   64.18
01:41:52 PM    0    2.04    0.00   32.65    0.00    0.00    5.10    0.00    0.00    0.00   60.20
01:41:52 PM    1    1.06    0.00    9.57    0.00    0.00   12.77    0.00    0.00    0.00   76.60
01:41:52 PM    2    1.02    0.00    5.10    0.00    0.00    1.02    0.00    0.00    0.00   92.86
01:41:52 PM    3    4.21    0.00   14.74   18.95    0.00   13.68    0.00    0.00    0.00   48.42
01:41:52 PM    4    2.04    0.00   12.24   14.29    0.00    4.08    0.00    0.00    0.00   67.35
01:41:52 PM    5    9.09    0.00   75.76    0.00    0.00    4.04    0.00    0.00    0.00   11.11
01:41:52 PM    6    3.00    0.00   48.00    0.00    0.00   14.00    0.00    0.00    0.00   35.00
01:41:52 PM    7   10.00    0.00   71.00    0.00    0.00    8.00    0.00    0.00    0.00   11.00
01:41:52 PM    8    0.00    0.00    0.00    1.03    0.00    0.00    0.00    0.00    0.00   98.97
01:41:52 PM    9    0.99    0.00    2.97    2.97    0.00    0.00    0.00    0.00    0.00   93.07
01:41:52 PM   10    1.01    0.00    5.05    8.08    0.00    4.04    0.00    0.00    0.00   81.82
01:41:52 PM   11    1.01    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   94.95

01:41:52 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:41:53 PM  all    2.73    0.00   24.28    4.00    0.00    5.45    0.00    0.00    0.00   63.54
01:41:53 PM    0    5.94    0.00   82.18    0.00    0.00   10.89    0.00    0.00    0.00    0.99
01:41:53 PM    1    0.00    0.00    0.00    0.00    0.00    7.45    0.00    0.00    0.00   92.55
01:41:53 PM    2    1.00    0.00   14.00    0.00    0.00    4.00    0.00    0.00    0.00   81.00
01:41:53 PM    3    2.11    0.00    5.26    7.37    0.00   11.58    0.00    0.00    0.00   73.68
01:41:53 PM    4    2.08    0.00   14.58   21.88    0.00    5.21    0.00    0.00    0.00   56.25
01:41:53 PM    5    5.00    0.00   51.00    0.00    0.00    2.00    0.00    0.00    0.00   42.00
01:41:53 PM    6    0.00    0.00    2.08    0.00    0.00   10.42    0.00    0.00    0.00   87.50
01:41:53 PM    7    1.01    0.00    7.07    0.00    0.00    2.02    0.00    0.00    0.00   89.90
01:41:53 PM    8   10.00    0.00   70.00    0.00    0.00    5.00    0.00    0.00    0.00   15.00
01:41:53 PM    9    0.00    0.00    3.06    3.06    0.00    0.00    0.00    0.00    0.00   93.88
01:41:53 PM   10    0.00    0.00   11.58   16.84    0.00    5.26    0.00    0.00    0.00   66.32
01:41:53 PM   11    5.00    0.00   25.00    0.00    0.00    2.00    0.00    0.00    0.00   68.00

01:41:53 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:41:54 PM  all    2.87    0.00   23.97    4.14    0.00    5.57    0.00    0.00    0.00   63.46
01:41:54 PM    0    5.05    0.00   69.70    0.00    0.00    8.08    0.00    0.00    0.00   17.17
01:41:54 PM    1    0.00    0.00    0.00    0.00    0.00    9.28    0.00    0.00    0.00   90.72
01:41:54 PM    2    0.00    0.00    0.00    0.00    0.00    2.06    0.00    0.00    0.00   97.94
01:41:54 PM    3    2.11    0.00   13.68   13.68    0.00   10.53    0.00    0.00    0.00   60.00
01:41:54 PM    4    2.00    0.00   10.00   15.00    0.00    6.00    0.00    0.00    0.00   67.00
01:41:54 PM    5    8.91    0.00   71.29    0.00    0.00    4.95    0.00    0.00    0.00   14.85
01:41:54 PM    6    1.04    0.00   13.54    0.00    0.00   12.50    0.00    0.00    0.00   72.92
01:41:54 PM    7    0.00    0.00    0.00    0.00    0.00    2.00    0.00    0.00    0.00   98.00
01:41:54 PM    8   10.89    0.00   79.21    0.00    0.00    8.91    0.00    0.00    0.00    0.99
01:41:54 PM    9    1.00    0.00   10.00   14.00    0.00    0.00    0.00    0.00    0.00   75.00
01:41:54 PM   10    0.00    0.00    5.10    7.14    0.00    2.04    0.00    0.00    0.00   85.71
01:41:54 PM   11    2.97    0.00   11.88    0.00    0.00    0.99    0.00    0.00    0.00   84.16

01:41:54 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:41:55 PM  all    2.89    0.00   24.34    3.74    0.00    5.62    0.00    0.00    0.00   63.40
01:41:55 PM    0    7.07    0.00   68.69    0.00    0.00   10.10    0.00    0.00    0.00   14.14
01:41:55 PM    1    0.00    0.00    0.00    0.00    0.00   10.31    0.00    0.00    0.00   89.69
01:41:55 PM    2    0.00    0.00    1.00    0.00    0.00    4.00    0.00    0.00    0.00   95.00
01:41:55 PM    3    2.17    0.00   10.87   11.96    0.00   10.87    0.00    0.00    0.00   64.13
01:41:55 PM    4    2.06    0.00    9.28   15.46    0.00    5.15    0.00    0.00    0.00   68.04
01:41:55 PM    5    3.06    0.00   20.41    0.00    0.00    1.02    0.00    0.00    0.00   75.51
01:41:55 PM    6    1.04    0.00   11.46    0.00    0.00   12.50    0.00    0.00    0.00   75.00
01:41:55 PM    7    0.00    0.00    0.00    0.00    0.00    2.00    0.00    0.00    0.00   98.00
01:41:55 PM    8    9.09    0.00   85.86    0.00    0.00    5.05    0.00    0.00    0.00    0.00
01:41:55 PM    9    2.02    0.00   17.17   17.17    0.00    1.01    0.00    0.00    0.00   62.63
01:41:55 PM   10    0.00    0.00    2.02    1.01    0.00    3.03    0.00    0.00    0.00   93.94
01:41:55 PM   11    8.08    0.00   63.64    0.00    0.00    3.03    0.00    0.00    0.00   25.25

01:41:55 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:41:56 PM  all    3.38    0.00   23.35    4.15    0.00    5.50    0.00    0.00    0.00   63.62
01:41:56 PM    0    2.04    0.00   28.57    0.00    0.00    6.12    0.00    0.00    0.00   63.27
01:41:56 PM    1    0.00    0.00    9.38    0.00    0.00   10.42    0.00    0.00    0.00   80.21
01:41:56 PM    2    0.00    0.00    1.02    0.00    0.00    2.04    0.00    0.00    0.00   96.94
01:41:56 PM    3    2.04    0.00    6.12    6.12    0.00   11.22    0.00    0.00    0.00   74.49
01:41:56 PM    4    4.26    0.00   17.02   26.60    0.00    3.19    0.00    0.00    0.00   48.94
01:41:56 PM    5    7.84    0.00   29.41    0.00    0.00    0.98    0.00    0.00    0.00   61.76
01:41:56 PM    6    3.96    0.00   39.60    0.00    0.00   15.84    0.00    0.00    0.00   40.59
01:41:56 PM    7    0.00    0.00    0.00    0.00    0.00    2.02    0.00    0.00    0.00   97.98
01:41:56 PM    8   13.00    0.00   81.00    0.00    0.00    6.00    0.00    0.00    0.00    0.00
01:41:56 PM    9    1.02    0.00   10.20   16.33    0.00    2.04    0.00    0.00    0.00   70.41
01:41:56 PM   10    0.00    0.00    1.03    2.06    0.00    3.09    0.00    0.00    0.00   93.81
01:41:56 PM   11    5.94    0.00   53.47    0.00    0.00    2.97    0.00    0.00    0.00   37.62

01:41:56 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:41:57 PM  all    2.39    0.00   24.02    3.92    0.00    5.79    0.00    0.00    0.00   63.88
01:41:57 PM    0    3.00    0.00   31.00    0.00    0.00    5.00    0.00    0.00    0.00   61.00
01:41:57 PM    1    1.05    0.00   13.68    0.00    0.00   14.74    0.00    0.00    0.00   70.53
