timestamp,total_cpu_pct,hd_cpu_pct,ts_cpu_pct
1773416335,83.9,98.9,0.00.0
1773416336,83.8,99.2,0.00.0
1773416337,79.7,99.6,0.00.0
1773416338,84.9,100.0,0.00.0
1773416339,62.1,100.0,0.00.0
1773416340,50.4,99.6,0.00.0
1773416341,50.0,99.1,0.00.0
1773416342,39.0,98.7,0.00.0
1773416343,43.2,98.5,0.00.0
1773416344,87.2,98.9,0.00.0
1773416345,87.0,99.3,0.00.0
1773416346,77.7,99.8,0.00.0
1773416347,86.7,100.0,0.00.0
1773416349,76.1,100.0,0.00.0
1773416350,82.5,101.0,0.00.0
1773416351,87.4,101.0,0.00.0
1773416352,83.8,101.0,0.00.0
1773416353,83.1,102.0,0.00.0
1773416354,73.8,102.0,0.00.0
1773416355,86.1,103.0,0.00.0
1773416356,65.4,103.0,0.00.0
1773416357,67.1,103.0,0.00.0
1773416358,50.2,103.0,0.00.0
1773416359,29.7,102.0,0.00.0
1773416360,25.2,102.0,0.00.0
1773416361,42.3,102.0,0.00.0
1773416362,80.9,102.0,0.00.0
1773416363,78.6,102.0,0.00.0
1773416364,72.6,103.0,0.00.0
1773416365,76.3,103.0,0.00.0
1773416366,70.3,103.0,0.00.0
1773416367,78.4,104.0,0.00.0
1773416368,85.9,104.0,0.00.0
1773416369,85.6,104.0,0.00.0
1773416370,86.1,105.0,0.00.0
1773416371,83.0,105.0,0.00.0
1773416372,86.5,105.0,0.00.0
1773416374,82.6,106.0,0.00.0
1773416375,85.5,106.0,0.00.0
1773416376,64.3,106.0,0.00.0
1773416377,50.1,106.0,0.00.0
1773416378,50.2,105.0,0.00.0
1773416379,50.0,105.0,0.00.0
1773416380,65.3,105.0,0.00.0
1773416381,70.4,105.0,0.00.0
1773416382,74.5,105.0,0.00.0
1773416383,68.1,106.0,0.00.0
1773416384,68.0,106.0,0.00.0
1773416385,65.3,106.0,0.00.0
1773416386,80.3,106.0,0.00.0
1773416387,83.9,107.0,0.00.0
1773416388,78.7,107.0,0.00.0
1773416389,86.3,107.0,0.00.0
1773416390,79.1,107.0,0.00.0
1773416391,74.9,108.0,0.00.0
1773416392,80.8,108.0,0.00.0
1773416393,65.9,108.0,0.00.0
1773416394,50.0,108.0,0.00.0
1773416395,50.1,107.0,0.00.0
1773416396,50.2,107.0,0.00.0
1773416397,39.5,107.0,0.00.0
1773416398,77.4,107.0,0.00.0
1773416400,72.9,107.0,0.00.0
1773416401,84.4,108.0,0.00.0
1773416402,81.6,108.0,0.00.0
1773416403,88.0,108.0,0.00.0
1773416404,76.6,108.0,0.00.0
1773416405,79.2,109.0,0.00.0
1773416406,88.4,109.0,0.00.0
1773416407,65.2,109.0,0.00.0
1773416408,83.7,110.0,0.00.0
1773416409,85.8,110.0,0.00.0
1773416410,62.8,110.0,0.00.0
1773416411,78.4,110.0,0.00.0
1773416412,50.1,110.0,0.00.0
1773416413,28.3,110.0,0.00.0
1773416414,25.6,109.0,0.00.0
1773416415,51.4,109.0,0.00.0
1773416416,85.3,109.0,0.00.0
1773416417,83.0,109.0,0.00.0
1773416418,80.1,110.0,0.00.0
1773416420,88.0,110.0,0.00.0
1773416421,74.4,110.0,0.00.0
1773416422,80.4,110.0,0.00.0
1773416423,84.5,111.0,0.00.0
1773416424,66.1,111.0,0.00.0
1773416425,89.2,111.0,0.00.0
1773416426,76.7,111.0,0.00.0
1773416427,85.3,112.0,0.00.0
1773416428,81.5,112.0,0.00.0
1773416429,87.3,112.0,0.00.0
1773416430,55.0,112.0,0.00.0
1773416431,50.1,112.0,0.00.0
1773416432,50.0,111.0,0.00.0
1773416433,50.1,111.0,0.00.0
1773416434,72.5,111.0,0.00.0
1773416435,83.3,111.0,0.00.0
1773416436,87.9,111.0,0.00.0
1773416438,91.5,112.0,0.00.0
1773416439,82.1,112.0,0.00.0
1773416440,79.0,112.0,0.00.0
1773416441,87.1,113.0,0.00.0
1773416442,82.0,113.0,0.00.0
1773416443,89.7,113.0,0.00.0
1773416444,82.8,113.0,0.00.0
1773416445,76.0,114.0,0.00.0
1773416446,88.3,114.0,0.00.0
1773416447,87.9,114.0,0.00.0
1773416448,65.5,114.0,0.00.0
1773416449,50.1,114.0,0.00.0
1773416450,38.7,113.0,0.00.0
1773416451,49.9,113.0,0.00.0
1773416452,61.6,113.0,0.00.0
1773416453,82.9,113.0,0.00.0
1773416454,67.1,113.0,0.00.0
1773416455,77.0,114.0,0.00.0
1773416456,85.6,114.0,0.00.0
1773416457,74.1,114.0,0.00.0
1773416458,67.4,114.0,0.00.0
1773416459,91.5,114.0,0.00.0
1773416461,84.4,115.0,0.00.0
1773416462,88.1,115.0,0.00.0
1773416463,91.2,115.0,0.00.0
1773416464,86.2,115.0,0.00.0
1773416465,83.6,116.0,0.00.0
